test_id,dataset,task,input_text,sentence1,sentence2,expected_label,capability,relation,counterfactual_text,cf_sentence1,cf_sentence2,counterfactual_expected_label,expected_cues,misleading_cues,source,metadata,model,model_checkpoint,predicted_label,predicted_label_id,raw_predicted_label,confidence,probabilities_json,probabilities_by_label_json,fail_status,cf_predicted_label,cf_confidence,cf_probabilities_json,cf_probabilities_by_label_json,cf_fail_status,CS,AM,cue_attribution_ratio,EVFS,explanation_method,top_attribution_tokens,failure_reason
mrpc_bench_0035,mrpc,paraphrase,"Bush wanted "" to see an aircraft landing the same way that the pilots saw an aircraft landing , "" White House press secretary Ari Fleischer said yesterday . [SEP] On Tuesday , before Byrd 's speech , Fleischer said Bush wanted ' ' to see an aircraft landing the same way that the pilots saw an aircraft landing .","Bush wanted "" to see an aircraft landing the same way that the pilots saw an aircraft landing , "" White House press secretary Ari Fleischer said yesterday .","On Tuesday , before Byrd 's speech , Fleischer said Bush wanted ' ' to see an aircraft landing the same way that the pilots saw an aircraft landing .",NOT_EQUIVALENT,semantic_equivalence,invariance,,"Bush wanted "" to see an aircraft landing the same way that the pilots saw an aircraft landing , "" White House press secretary Ari Fleischer said yesterday .","On Tuesday , before Byrd 's speech , Fleischer said Bush wanted ' ' to see an aircraft landing the same way that the pilots saw an aircraft landing .",NOT_EQUIVALENT,[],[],benchmark,{},bert,textattack/bert-base-uncased-MRPC,EQUIVALENT,1,LABEL_1,0.8209423422813416,"[0.17905764281749725, 0.8209423422813416]","{""NOT_EQUIVALENT"": 0.17905764281749725, ""EQUIVALENT"": 0.8209423422813416}",1,EQUIVALENT,0.8209423422813416,"[0.17905764281749725, 0.8209423422813416]","{""NOT_EQUIVALENT"": 0.17905764281749725, ""EQUIVALENT"": 0.8209423422813416}",1,0.0,0.5,0.0,0.0,gradient,"[[""byrd"", 0.146336990452247], [""speech"", 0.10340139979562443], [""tuesday"", 0.07967506080188412], [""landing"", 0.06719676192332907], [""aircraft"", 0.05560887625867482], [""before"", 0.04605413774543429], [""yesterday"", 0.042428986984280034], [""bush"", 0.04187399491570227], [""eis"", 0.04179676707290133], [""said"", 0.03722088910929745]]","General diagnostic failure: attribution/counterfactual evidence indicates mismatch (AM=0.50, CS=0.00); top tokens: byrd:0.15, speech:0.10, tuesday:0.08, landing:0.07, aircraft:0.06."
mrpc_bench_0044,mrpc,paraphrase,"After losing as much as 84.56 earlier , the Dow Jones industrial average closed up 22.81 , or 0.2 percent , at 9,340.45 . [SEP] In midday trading , the Dow Jones industrial average lost 68.84 , or 0.7 percent , to 9,248.80 .","After losing as much as 84.56 earlier , the Dow Jones industrial average closed up 22.81 , or 0.2 percent , at 9,340.45 .","In midday trading , the Dow Jones industrial average lost 68.84 , or 0.7 percent , to 9,248.80 .",NOT_EQUIVALENT,semantic_equivalence,invariance,,"After losing as much as 84.56 earlier , the Dow Jones industrial average closed up 22.81 , or 0.2 percent , at 9,340.45 .","In midday trading , the Dow Jones industrial average lost 68.84 , or 0.7 percent , to 9,248.80 .",NOT_EQUIVALENT,[],[],benchmark,{},bert,textattack/bert-base-uncased-MRPC,EQUIVALENT,1,LABEL_1,0.7539052963256836,"[0.24609467387199402, 0.7539052963256836]","{""NOT_EQUIVALENT"": 0.24609467387199402, ""EQUIVALENT"": 0.7539052963256836}",1,EQUIVALENT,0.7539052963256836,"[0.24609467387199402, 0.7539052963256836]","{""NOT_EQUIVALENT"": 0.24609467387199402, ""EQUIVALENT"": 0.7539052963256836}",1,0.0,0.5,0.0,0.0,gradient,"[[""midday"", 0.12271664129112161], [""trading"", 0.07922469203627262], [""84"", 0.07809812030658465], [""248"", 0.06871522462355105], [""dow"", 0.06327975085684424], [""average"", 0.05396326313922873], [""68"", 0.04688029201858811], [""percent"", 0.04552744655023415], [""9"", 0.041106373996491], [""industrial"", 0.03884019146909057]]","General diagnostic failure: attribution/counterfactual evidence indicates mismatch (AM=0.50, CS=0.00); top tokens: midday:0.12, trading:0.08, 84:0.08, 248:0.07, dow:0.06."
mrpc_bench_0060,mrpc,paraphrase,"Terri Schiavo , 39 , is expected to die sometime in the next two weeks in the Tampa-area hospice where she has spent the past several years . [SEP] Terri Schiavo , 39 , underwent the procedure at the Tampa Bay area hospice where she has been living for several years , said her father , Bob Schindler .","Terri Schiavo , 39 , is expected to die sometime in the next two weeks in the Tampa-area hospice where she has spent the past several years .","Terri Schiavo , 39 , underwent the procedure at the Tampa Bay area hospice where she has been living for several years , said her father , Bob Schindler .",NOT_EQUIVALENT,semantic_equivalence,invariance,,"Terri Schiavo , 39 , is expected to die sometime in the next two weeks in the Tampa-area hospice where she has spent the past several years .","Terri Schiavo , 39 , underwent the procedure at the Tampa Bay area hospice where she has been living for several years , said her father , Bob Schindler .",NOT_EQUIVALENT,[],[],benchmark,{},bert,textattack/bert-base-uncased-MRPC,EQUIVALENT,1,LABEL_1,0.892930805683136,"[0.10706920176744461, 0.892930805683136]","{""NOT_EQUIVALENT"": 0.10706920176744461, ""EQUIVALENT"": 0.892930805683136}",1,EQUIVALENT,0.892930805683136,"[0.10706920176744461, 0.892930805683136]","{""NOT_EQUIVALENT"": 0.10706920176744461, ""EQUIVALENT"": 0.892930805683136}",1,0.0,0.5,0.0,0.0,gradient,"[[""hospice"", 0.16404050522972244], [""underwent"", 0.060184001779393974], [""die"", 0.06006014244727687], [""procedure"", 0.05197183705617314], [""sometime"", 0.043936630081798544], [""39"", 0.04232711450166635], [""terri"", 0.04032643036285436], [""expected"", 0.039565363930987134], [""the"", 0.038068236764409645], [""several"", 0.03437180472407872]]","General diagnostic failure: attribution/counterfactual evidence indicates mismatch (AM=0.50, CS=0.00); top tokens: hospice:0.16, underwent:0.06, die:0.06, procedure:0.05, sometime:0.04."
mrpc_bench_0061,mrpc,paraphrase,Secretary of State Colin Powell designated the Chechen leader believed responsible for last year 's hostage standoff in a Moscow theater as a threat to U.S. security Friday . [SEP] U.S. Secretary of State Colin Powell on Friday designated Chechen rebel leader Shamil Basayev a threat to the security of the United States and to U.S. citizens .,Secretary of State Colin Powell designated the Chechen leader believed responsible for last year 's hostage standoff in a Moscow theater as a threat to U.S. security Friday .,U.S. Secretary of State Colin Powell on Friday designated Chechen rebel leader Shamil Basayev a threat to the security of the United States and to U.S. citizens .,EQUIVALENT,semantic_equivalence,invariance,,Secretary of State Colin Powell designated the Chechen leader believed responsible for last year 's hostage standoff in a Moscow theater as a threat to U.S. security Friday .,U.S. Secretary of State Colin Powell on Friday designated Chechen rebel leader Shamil Basayev a threat to the security of the United States and to U.S. citizens .,EQUIVALENT,[],[],benchmark,{},bert,textattack/bert-base-uncased-MRPC,NOT_EQUIVALENT,0,LABEL_0,0.8297319412231445,"[0.8297319412231445, 0.17026808857917786]","{""NOT_EQUIVALENT"": 0.8297319412231445, ""EQUIVALENT"": 0.17026808857917786}",1,NOT_EQUIVALENT,0.8297319412231445,"[0.8297319412231445, 0.17026808857917786]","{""NOT_EQUIVALENT"": 0.8297319412231445, ""EQUIVALENT"": 0.17026808857917786}",1,0.0,0.5,0.0,0.0,gradient,"[[""friday"", 0.06378648035414909], [""threat"", 0.06087244952314921], [""designated"", 0.053237123121394815], [""hostage"", 0.05191770672033856], [""security"", 0.0448961740644395], [""citizens"", 0.040283318087612416], [""believed"", 0.03968199808042645], [""u"", 0.037760635082130824], [""responsible"", 0.03632114967252658], [""chen"", 0.03619070765515366]]","General diagnostic failure: attribution/counterfactual evidence indicates mismatch (AM=0.50, CS=0.00); top tokens: friday:0.06, threat:0.06, designated:0.05, hostage:0.05, security:0.04."
mrpc_bench_0076,mrpc,paraphrase,"McCabe said he was considered a witness , not a suspect . [SEP] "" He is not considered a suspect , "" McCabe said .","McCabe said he was considered a witness , not a suspect .",""" He is not considered a suspect , "" McCabe said .",NOT_EQUIVALENT,semantic_equivalence,invariance,,"McCabe said he was considered a witness , not a suspect .",""" He is not considered a suspect , "" McCabe said .",NOT_EQUIVALENT,[],[],benchmark,{},bert,textattack/bert-base-uncased-MRPC,EQUIVALENT,1,LABEL_1,0.9911372661590576,"[0.008862713351845741, 0.9911372661590576]","{""NOT_EQUIVALENT"": 0.008862713351845741, ""EQUIVALENT"": 0.9911372661590576}",1,EQUIVALENT,0.9911372661590576,"[0.008862713351845741, 0.9911372661590576]","{""NOT_EQUIVALENT"": 0.008862713351845741, ""EQUIVALENT"": 0.9911372661590576}",1,0.0,0.5,0.0,0.0,gradient,"[[""suspect"", 0.24852704619326485], [""not"", 0.11895257439138666], [""considered"", 0.10719570017150332], [""abe"", 0.1057783264513402], [""witness"", 0.10341582625380685], [""a"", 0.09365217799551057], [""mcc"", 0.07092247712707543], [""said"", 0.053769826541035626], [""he"", 0.052644510587874706], [""is"", 0.025721672064915463]]","General diagnostic failure: attribution/counterfactual evidence indicates mismatch (AM=0.50, CS=0.00); top tokens: suspect:0.25, not:0.12, considered:0.11, abe:0.11, witness:0.10."
mrpc_bench_0080,mrpc,paraphrase,"On Saturday , a 149mph serve against Agassi equalled Rusedski 's world record . [SEP] On Saturday , Roddick equalled the world record with a 149 m.p.h. serve in beating Andre Agassi .","On Saturday , a 149mph serve against Agassi equalled Rusedski 's world record .","On Saturday , Roddick equalled the world record with a 149 m.p.h. serve in beating Andre Agassi .",NOT_EQUIVALENT,semantic_equivalence,invariance,,"On Saturday , a 149mph serve against Agassi equalled Rusedski 's world record .","On Saturday , Roddick equalled the world record with a 149 m.p.h. serve in beating Andre Agassi .",NOT_EQUIVALENT,[],[],benchmark,{},bert,textattack/bert-base-uncased-MRPC,EQUIVALENT,1,LABEL_1,0.9656625390052795,"[0.03433745726943016, 0.9656625390052795]","{""NOT_EQUIVALENT"": 0.03433745726943016, ""EQUIVALENT"": 0.9656625390052795}",1,EQUIVALENT,0.9656625390052795,"[0.03433745726943016, 0.9656625390052795]","{""NOT_EQUIVALENT"": 0.03433745726943016, ""EQUIVALENT"": 0.9656625390052795}",1,0.0,0.5,0.0,0.0,gradient,"[[""149"", 0.10294117363636648], [""serve"", 0.08508565470632029], [""beating"", 0.06490716338959418], [""equal"", 0.062267492465534625], [""ruse"", 0.05874354081658454], [""dick"", 0.05007104037644995], [""record"", 0.04921467593390595], [""andre"", 0.04802303782410414], [""saturday"", 0.047659953169294104], [""ass"", 0.04700981046170813]]","General diagnostic failure: attribution/counterfactual evidence indicates mismatch (AM=0.50, CS=0.00); top tokens: 149:0.10, serve:0.09, beating:0.06, equal:0.06, ruse:0.06."
mrpc_bench_0090,mrpc,paraphrase,"However , Lapidus expects foreign brands ' sales to be up 4 percent , driven by strong truck sales at Honda Motor Co . [SEP] Lapidus expects Ford to be down 5 percent , Chrysler down 10 percent and foreign brands up 4 percent driven by strong truck sales at Honda .","However , Lapidus expects foreign brands ' sales to be up 4 percent , driven by strong truck sales at Honda Motor Co .","Lapidus expects Ford to be down 5 percent , Chrysler down 10 percent and foreign brands up 4 percent driven by strong truck sales at Honda .",NOT_EQUIVALENT,semantic_equivalence,invariance,,"However , Lapidus expects foreign brands ' sales to be up 4 percent , driven by strong truck sales at Honda Motor Co .","Lapidus expects Ford to be down 5 percent , Chrysler down 10 percent and foreign brands up 4 percent driven by strong truck sales at Honda .",NOT_EQUIVALENT,[],[],benchmark,{},bert,textattack/bert-base-uncased-MRPC,EQUIVALENT,1,LABEL_1,0.9844264388084412,"[0.0155735332518816, 0.9844264388084412]","{""NOT_EQUIVALENT"": 0.0155735332518816, ""EQUIVALENT"": 0.9844264388084412}",1,EQUIVALENT,0.9844264388084412,"[0.0155735332518816, 0.9844264388084412]","{""NOT_EQUIVALENT"": 0.0155735332518816, ""EQUIVALENT"": 0.9844264388084412}",1,0.0,0.5,0.0,0.0,gradient,"[[""percent"", 0.12060781455777664], [""down"", 0.08887113871482416], [""4"", 0.08134572668593984], [""5"", 0.06941838922803566], [""chrysler"", 0.053415218800101735], [""expects"", 0.05011720235515619], [""honda"", 0.04834327301973796], [""ford"", 0.042647277890073915], [""brands"", 0.04155768536329507], [""up"", 0.03890704886583437]]","General diagnostic failure: attribution/counterfactual evidence indicates mismatch (AM=0.50, CS=0.00); top tokens: percent:0.12, down:0.09, 4:0.08, 5:0.07, chrysler:0.05."
mrpc_bench_0093,mrpc,paraphrase,"Indonesia 's army has often been accused of human rights abuses during GAM 's battle for independence , charges it has generally denied while accusing the separatists of committing rights violations . [SEP] Indonesia 's army has been accused of human rights abuses during its earlier battles with GAM , charges it has generally denied .","Indonesia 's army has often been accused of human rights abuses during GAM 's battle for independence , charges it has generally denied while accusing the separatists of committing rights violations .","Indonesia 's army has been accused of human rights abuses during its earlier battles with GAM , charges it has generally denied .",NOT_EQUIVALENT,semantic_equivalence,invariance,,"Indonesia 's army has often been accused of human rights abuses during GAM 's battle for independence , charges it has generally denied while accusing the separatists of committing rights violations .","Indonesia 's army has been accused of human rights abuses during its earlier battles with GAM , charges it has generally denied .",NOT_EQUIVALENT,[],[],benchmark,{},bert,textattack/bert-base-uncased-MRPC,EQUIVALENT,1,LABEL_1,0.9763142466545105,"[0.0236857607960701, 0.9763142466545105]","{""NOT_EQUIVALENT"": 0.0236857607960701, ""EQUIVALENT"": 0.9763142466545105}",1,EQUIVALENT,0.9763142466545105,"[0.0236857607960701, 0.9763142466545105]","{""NOT_EQUIVALENT"": 0.0236857607960701, ""EQUIVALENT"": 0.9763142466545105}",1,0.0,0.5,0.0,0.0,gradient,"[[""abuses"", 0.20292773135705622], [""violations"", 0.1795193550356307], [""rights"", 0.11276775348111605], [""human"", 0.041515106657039454], [""committing"", 0.037767089153490176], [""accused"", 0.032540935070264856], [""charges"", 0.02876284249304149], [""accusing"", 0.027107257234704554], [""indonesia"", 0.025616701949322033], [""denied"", 0.025298985186369766]]","General diagnostic failure: attribution/counterfactual evidence indicates mismatch (AM=0.50, CS=0.00); top tokens: abuses:0.20, violations:0.18, rights:0.11, human:0.04, committing:0.04."
mrpc_bench_0085,mrpc,paraphrase,"Shattered Glass , "" starring Hayden Christensen as Stephen Glass , debuted well with $ 80,000 in eight theaters . [SEP] "" Shattered Glass "" _ starring Hayden Christensen as Stephen Glass , The New Republic journalist fired for fabricating stories _ debuted well with $ 80,000 in eight theaters .","Shattered Glass , "" starring Hayden Christensen as Stephen Glass , debuted well with $ 80,000 in eight theaters .",""" Shattered Glass "" _ starring Hayden Christensen as Stephen Glass , The New Republic journalist fired for fabricating stories _ debuted well with $ 80,000 in eight theaters .",NOT_EQUIVALENT,semantic_equivalence,invariance,,"Shattered Glass , "" starring Hayden Christensen as Stephen Glass , debuted well with $ 80,000 in eight theaters .",""" Shattered Glass "" _ starring Hayden Christensen as Stephen Glass , The New Republic journalist fired for fabricating stories _ debuted well with $ 80,000 in eight theaters .",NOT_EQUIVALENT,[],[],benchmark,{},distilbert,textattack/distilbert-base-uncased-MRPC,EQUIVALENT,1,LABEL_1,0.8084231019020081,"[0.19157691299915314, 0.8084231019020081]","{""NOT_EQUIVALENT"": 0.19157691299915314, ""EQUIVALENT"": 0.8084231019020081}",1,EQUIVALENT,0.8084231019020081,"[0.19157691299915314, 0.8084231019020081]","{""NOT_EQUIVALENT"": 0.19157691299915314, ""EQUIVALENT"": 0.8084231019020081}",1,0.0,0.5,0.0,0.0,gradient,"[[""journalist"", 0.08505509713038867], [""_"", 0.07361504178271625], [""fired"", 0.06712116409346824], [""ating"", 0.06445216515908199], [""fabric"", 0.06313937612810587], [""debuted"", 0.05861140254727731], [""republic"", 0.05089008157944839], [""starring"", 0.04535189117250375], [""glass"", 0.04471880353974553], [""stories"", 0.041785174664135595]]","General diagnostic failure: attribution/counterfactual evidence indicates mismatch (AM=0.50, CS=0.00); top tokens: journalist:0.09, _:0.07, fired:0.07, ating:0.06, fabric:0.06."
mrpc_bench_0139,mrpc,paraphrase,Sun Microsystems Inc. on Thursday said it had added 100 new third-party systems and 100 new components to its Hardware Compatibility List for the Solaris x86 operating system Platform Edition . [SEP] The vendor has added 100 new third-party systems and 100 new components to the operating system 's Hardware Compatibility List ( HCL ) .,Sun Microsystems Inc. on Thursday said it had added 100 new third-party systems and 100 new components to its Hardware Compatibility List for the Solaris x86 operating system Platform Edition .,The vendor has added 100 new third-party systems and 100 new components to the operating system 's Hardware Compatibility List ( HCL ) .,NOT_EQUIVALENT,semantic_equivalence,invariance,,Sun Microsystems Inc. on Thursday said it had added 100 new third-party systems and 100 new components to its Hardware Compatibility List for the Solaris x86 operating system Platform Edition .,The vendor has added 100 new third-party systems and 100 new components to the operating system 's Hardware Compatibility List ( HCL ) .,NOT_EQUIVALENT,[],[],benchmark,{},bert,textattack/bert-base-uncased-MRPC,EQUIVALENT,1,LABEL_1,0.991731584072113,"[0.00826845783740282, 0.991731584072113]","{""NOT_EQUIVALENT"": 0.00826845783740282, ""EQUIVALENT"": 0.991731584072113}",1,EQUIVALENT,0.991731584072113,"[0.00826845783740282, 0.991731584072113]","{""NOT_EQUIVALENT"": 0.00826845783740282, ""EQUIVALENT"": 0.991731584072113}",1,0.0,0.5,0.0,0.0,gradient,"[[""compatibility"", 0.0790679428255204], [""platform"", 0.07385421785659887], [""100"", 0.06964147634474746], [""86"", 0.06895031734620613], [""systems"", 0.05292107866907981], [""vendor"", 0.03819443895662517], [""thursday"", 0.03658586468660087], [""hardware"", 0.03658442673654022], [""edition"", 0.03617816772880973], [""operating"", 0.03591537791710863]]","General diagnostic failure: attribution/counterfactual evidence indicates mismatch (AM=0.50, CS=0.00); top tokens: compatibility:0.08, platform:0.07, 100:0.07, 86:0.07, systems:0.05."
mrpc_bench_0157,mrpc,paraphrase,The blasts killed two people and injured more than 150 others . [SEP] The Atlanta Olympic Games attack killed one woman and injured more than 100 other people .,The blasts killed two people and injured more than 150 others .,The Atlanta Olympic Games attack killed one woman and injured more than 100 other people .,NOT_EQUIVALENT,semantic_equivalence,invariance,,The blasts killed two people and injured more than 150 others .,The Atlanta Olympic Games attack killed one woman and injured more than 100 other people .,NOT_EQUIVALENT,[],[],benchmark,{},bert,textattack/bert-base-uncased-MRPC,EQUIVALENT,1,LABEL_1,0.7945054769515991,"[0.20549458265304565, 0.7945054769515991]","{""NOT_EQUIVALENT"": 0.20549458265304565, ""EQUIVALENT"": 0.7945054769515991}",1,EQUIVALENT,0.7945054769515991,"[0.20549458265304565, 0.7945054769515991]","{""NOT_EQUIVALENT"": 0.20549458265304565, ""EQUIVALENT"": 0.7945054769515991}",1,0.0,0.5,0.0,0.0,gradient,"[[""injured"", 0.13761741457699408], [""blasts"", 0.10785529618027728], [""killed"", 0.10422135597600826], [""attack"", 0.07566279829447435], [""and"", 0.061515433735655184], [""150"", 0.060130671216890474], [""people"", 0.05079499372670048], [""others"", 0.04410999869422338], [""atlanta"", 0.040423834787407104], [""olympic"", 0.03951612541398409]]","General diagnostic failure: attribution/counterfactual evidence indicates mismatch (AM=0.50, CS=0.00); top tokens: injured:0.14, blasts:0.11, killed:0.10, attack:0.08, and:0.06."
mrpc_bench_0170,mrpc,paraphrase,"GE stock closed at $ 30.65 a share , down about 42 cents , on the New York Stock Exchange . [SEP] GE 's shares closed at $ 30.65 on Friday on the New York Stock Exchange .","GE stock closed at $ 30.65 a share , down about 42 cents , on the New York Stock Exchange .",GE 's shares closed at $ 30.65 on Friday on the New York Stock Exchange .,NOT_EQUIVALENT,semantic_equivalence,invariance,,"GE stock closed at $ 30.65 a share , down about 42 cents , on the New York Stock Exchange .",GE 's shares closed at $ 30.65 on Friday on the New York Stock Exchange .,NOT_EQUIVALENT,[],[],benchmark,{},bert,textattack/bert-base-uncased-MRPC,EQUIVALENT,1,LABEL_1,0.9593126773834229,"[0.040687333792448044, 0.9593126773834229]","{""NOT_EQUIVALENT"": 0.040687333792448044, ""EQUIVALENT"": 0.9593126773834229}",1,EQUIVALENT,0.9593126773834229,"[0.040687333792448044, 0.9593126773834229]","{""NOT_EQUIVALENT"": 0.040687333792448044, ""EQUIVALENT"": 0.9593126773834229}",1,0.0,0.5,0.0,0.0,gradient,"[[""cents"", 0.20199845870769714], [""stock"", 0.07449991467743224], [""down"", 0.064429183557252], [""42"", 0.05683111008071393], [""65"", 0.05474551001230271], [""closed"", 0.05145508338350772], [""on"", 0.049267062411255697], [""$"", 0.04891668737587819], [""exchange"", 0.048728222327939115], [""about"", 0.043933289331401226]]","General diagnostic failure: attribution/counterfactual evidence indicates mismatch (AM=0.50, CS=0.00); top tokens: cents:0.20, stock:0.07, down:0.06, 42:0.06, 65:0.05."
mrpc_bench_0171,mrpc,paraphrase,At least 27 US troops have been killed in hostile fire since Bush 's statement . [SEP] At least 26 American troops have been killed in hostile fire since major combat was officially declared over on May 1 .,At least 27 US troops have been killed in hostile fire since Bush 's statement .,At least 26 American troops have been killed in hostile fire since major combat was officially declared over on May 1 .,EQUIVALENT,semantic_equivalence,invariance,,At least 27 US troops have been killed in hostile fire since Bush 's statement .,At least 26 American troops have been killed in hostile fire since major combat was officially declared over on May 1 .,EQUIVALENT,[],[],benchmark,{},bert,textattack/bert-base-uncased-MRPC,NOT_EQUIVALENT,0,LABEL_0,0.8990697264671326,"[0.8990697264671326, 0.10093026608228683]","{""NOT_EQUIVALENT"": 0.8990697264671326, ""EQUIVALENT"": 0.10093026608228683}",1,NOT_EQUIVALENT,0.8990697264671326,"[0.8990697264671326, 0.10093026608228683]","{""NOT_EQUIVALENT"": 0.8990697264671326, ""EQUIVALENT"": 0.10093026608228683}",1,0.0,0.5,0.0,0.0,gradient,"[[""statement"", 0.11013206198322895], [""combat"", 0.08901001236559379], [""bush"", 0.08583852824191744], [""since"", 0.08377933459102299], [""declared"", 0.06450948751601951], [""hostile"", 0.06439385394695218], [""major"", 0.047486508124060724], [""fire"", 0.044957689178565394], [""officially"", 0.04146243106150051], [""troops"", 0.04051211324872159]]","General diagnostic failure: attribution/counterfactual evidence indicates mismatch (AM=0.50, CS=0.00); top tokens: statement:0.11, combat:0.09, bush:0.09, since:0.08, declared:0.06."
mrpc_bench_0174,mrpc,paraphrase,"The agency charged that one WD Energy worker discussed false reporting with traders at two other energy companies . [SEP] The agency found further that a WD Energy employee discussed false reporting with traders at two other energy companies , which the CFTC didn 't identify .",The agency charged that one WD Energy worker discussed false reporting with traders at two other energy companies .,"The agency found further that a WD Energy employee discussed false reporting with traders at two other energy companies , which the CFTC didn 't identify .",NOT_EQUIVALENT,semantic_equivalence,invariance,,The agency charged that one WD Energy worker discussed false reporting with traders at two other energy companies .,"The agency found further that a WD Energy employee discussed false reporting with traders at two other energy companies , which the CFTC didn 't identify .",NOT_EQUIVALENT,[],[],benchmark,{},bert,textattack/bert-base-uncased-MRPC,EQUIVALENT,1,LABEL_1,0.5488579273223877,"[0.4511421322822571, 0.5488579273223877]","{""NOT_EQUIVALENT"": 0.4511421322822571, ""EQUIVALENT"": 0.5488579273223877}",1,EQUIVALENT,0.5488579273223877,"[0.4511421322822571, 0.5488579273223877]","{""NOT_EQUIVALENT"": 0.4511421322822571, ""EQUIVALENT"": 0.5488579273223877}",1,0.0,0.5,0.0,0.0,gradient,"[[""tc"", 0.17989605650270205], [""identify"", 0.0899166613384369], [""traders"", 0.0672318819494623], [""energy"", 0.06525139438214685], [""cf"", 0.059719984761013686], [""discussed"", 0.053889693244555704], [""false"", 0.050120393659471255], [""reporting"", 0.040835616811582466], [""companies"", 0.0386172714036089], [""agency"", 0.03137172208526062]]","General diagnostic failure: attribution/counterfactual evidence indicates mismatch (AM=0.50, CS=0.00); top tokens: tc:0.18, identify:0.09, traders:0.07, energy:0.07, cf:0.06."
mrpc_bench_0181,mrpc,paraphrase,"All patients developed some or all of the symptoms of E. coli food poisoning : bloody diarrhea , vomiting , abdominal cramping and nausea . [SEP] Symptoms of the E. coli infection include bloody diarrhea , nausea , vomiting and abdominal cramping .","All patients developed some or all of the symptoms of E. coli food poisoning : bloody diarrhea , vomiting , abdominal cramping and nausea .","Symptoms of the E. coli infection include bloody diarrhea , nausea , vomiting and abdominal cramping .",NOT_EQUIVALENT,semantic_equivalence,invariance,,"All patients developed some or all of the symptoms of E. coli food poisoning : bloody diarrhea , vomiting , abdominal cramping and nausea .","Symptoms of the E. coli infection include bloody diarrhea , nausea , vomiting and abdominal cramping .",NOT_EQUIVALENT,[],[],benchmark,{},bert,textattack/bert-base-uncased-MRPC,EQUIVALENT,1,LABEL_1,0.9345882534980774,"[0.065411776304245, 0.9345882534980774]","{""NOT_EQUIVALENT"": 0.065411776304245, ""EQUIVALENT"": 0.9345882534980774}",1,EQUIVALENT,0.9345882534980774,"[0.065411776304245, 0.9345882534980774]","{""NOT_EQUIVALENT"": 0.065411776304245, ""EQUIVALENT"": 0.9345882534980774}",1,0.0,0.5,0.0,0.0,gradient,"[[""symptoms"", 0.09572295583461402], [""coli"", 0.0886978812365377], [""poisoning"", 0.06986796046310739], [""patients"", 0.0690485864137692], [""of"", 0.0677339323020924], [""nausea"", 0.0655840066849976], [""vomiting"", 0.05548795860736537], [""all"", 0.048235800190547656], [""abdominal"", 0.041992563166868335], [""bloody"", 0.04195955223619709]]","General diagnostic failure: attribution/counterfactual evidence indicates mismatch (AM=0.50, CS=0.00); top tokens: symptoms:0.10, coli:0.09, poisoning:0.07, patients:0.07, of:0.07."
mrpc_bench_0194,mrpc,paraphrase,"About two hours later , his body , wrapped in a blanket , was found dumped a few blocks away . [SEP] Then his body was dumped a few blocks away , found in a driveway on Argyle Road .","About two hours later , his body , wrapped in a blanket , was found dumped a few blocks away .","Then his body was dumped a few blocks away , found in a driveway on Argyle Road .",NOT_EQUIVALENT,semantic_equivalence,invariance,,"About two hours later , his body , wrapped in a blanket , was found dumped a few blocks away .","Then his body was dumped a few blocks away , found in a driveway on Argyle Road .",NOT_EQUIVALENT,[],[],benchmark,{},bert,textattack/bert-base-uncased-MRPC,EQUIVALENT,1,LABEL_1,0.8132641315460205,"[0.18673588335514069, 0.8132641315460205]","{""NOT_EQUIVALENT"": 0.18673588335514069, ""EQUIVALENT"": 0.8132641315460205}",1,EQUIVALENT,0.8132641315460205,"[0.18673588335514069, 0.8132641315460205]","{""NOT_EQUIVALENT"": 0.18673588335514069, ""EQUIVALENT"": 0.8132641315460205}",1,0.0,0.5,0.0,0.0,gradient,"[[""dumped"", 0.1402577357181995], [""driveway"", 0.11857409137157414], [""argyle"", 0.07910583770707151], [""found"", 0.07138123357561475], [""blanket"", 0.06871863435734747], [""body"", 0.05846947160526469], [""blocks"", 0.056266870884220506], [""a"", 0.055896745310772544], [""wrapped"", 0.04256064434989065], [""in"", 0.0424387598121421]]","General diagnostic failure: attribution/counterfactual evidence indicates mismatch (AM=0.50, CS=0.00); top tokens: dumped:0.14, driveway:0.12, argyle:0.08, found:0.07, blanket:0.07."
