test_id,dataset,task,capability,original,counterfactual,relation,minimality_score,grammaticality_score,label_validity_score,semantic_control_score,auto_quality_mean,human_validated,human_notes
imdb_robust_0144,imdb,sentiment,robustness,"This brief review contains no spoilers since the movie spoils itself. It is wooden and pedantic. It has no saving grace whatsoever. If someone invites you to his house to watch ""Mr. Imperium"", don't go. Even the title of the movie is dreadful and portends what garbage lies within. The whole plot is so bad that it could drive Mother Theresa to despair!!! It wasn't a stroke that led to the early demise of poor Ezio, it was having to act in this clunker that did him in. It must have haunted him the","This brief review contains no spoilers since the movie spoils itself. It is wooden and pedantic. It has no saving grace whatsoever. If someone invites you to his house to watch ""Mr. Imperium"", don't go. Even the title of the movie is dreadful and portends what garbage lies within. The whole plot is so baad that it could drive Mother Theresa to despair!!! It wasn't a stroke that led to the early demise of poor Ezio, it was having to act in this clunker that did him in. It must have haunted him the",invariance,0.9714285714285714,1.0,1.0,1.0,0.9928571428571429,False,
imdb_robust_0145,imdb,sentiment,robustness,"Great little short film that aired a while ago on SBS here in Aus. Get a copy if you can - probably only good for a few viewings, as you'll end up remembering the script - and it's the twists that make this film so funny. Well directed, and intriguingly scripted, it's an example of just how good low-budget short films can be.","Great little short film that aired a while ago on SBS here in Aus. Get a copy if you can - probably only goood for a few viewings, as you'll end up remembering the script - and it's the twists that make this film so funny. Well directed, and intriguingly scripted, it's an example of just how good low-budget short films can be.",invariance,0.9811320754716981,1.0,1.0,1.0,0.9952830188679245,False,
imdb_robust_0146,imdb,sentiment,robustness,"This film is great - well written and very entertaining. David Duchovny shows, once again, that he is much more than Fox Mulder, and the performances by the old men are funny as can be. Old married folks (like me) will appreciate the connection between two hearts.","This film is greeat - well written and very entertaining. David Duchovny shows, once again, that he is much more than Fox Mulder, and the performances by the old men are funny as can be. Old married folks (like me) will appreciate the connection between two hearts.",invariance,0.9523809523809523,1.0,1.0,1.0,0.9880952380952381,False,
imdb_robust_0147,imdb,sentiment,robustness,"In short, this movie is a declaration of artistic bankruptcy.<br /><br />Almodovar is easily the most important European film maker of the 80s and 90s. No other living director has shaped the style and contents of present-day European cinema more than him. It is therefore not easy to say that his latest effort is not just another disappointment after two lackluster films, but rather a complete and total disaster confirming that he has run out of ideas, out of humour and, worst of all, empathy fo","In short, this moovie is a declaration of artistic bankruptcy.<br /><br />Almodovar is easily the most important European film maker of the 80s and 90s. No other living director has shaped the style and contents of present-day European cinema more than him. It is therefore not easy to say that his latest effort is not just another disappointment after two lackluster films, but rather a complete and total disaster confirming that he has run out of ideas, out of humour and, worst of all, empathy fo",invariance,0.9710144927536232,1.0,1.0,1.0,0.9927536231884058,False,
imdb_robust_0148,imdb,sentiment,robustness,"With my two stars I will probably make it to the head of the IMDb hated it""-list for this apparently tremendously popular TV series.<br /><br />Not least because of the enthusiastic comments on this website, I decided to purchase a DVD edition of the series. Because I usually find British humour suits me just fine. I gave up in the middle of the second instalment  and according to other comments the funniest"" bits were already through.<br /><br />So now I know, according to another comment, t","With myy two stars I will probably make it to the head of the IMDb hated it""-list for this apparently tremendously popular TV series.<br /><br />Not least because of the enthusiastic comments on this website, I decided to purchase a DVD edition of the series. Because I usually find British humour suits me just fine. I gave up in the middle of the second instalment  and according to other comments the funniest"" bits were already through.<br /><br />So now I know, according to another comment, t",invariance,0.9692307692307692,1.0,1.0,1.0,0.9923076923076923,False,
imdb_robust_0149,imdb,sentiment,robustness,"Before watching this film (at a screening attended by the director herself) we were informed this had won the short film prize at the Galway Film Fleadh. Surely this result will give filmmakers hope, anyone can do better than this!<br /><br />How anyone cannot notice the flagrant rip-off of Donnie Darko in this I'll never know. The film is pure drivel, the acting cardboard, the dialogue ridiculous & the ending just flat! The only crumb of comfort we enjoyed after seeing this rubbish was to loudl","Before watching this fiilm (at a screening attended by the director herself) we were informed this had won the short film prize at the Galway Film Fleadh. Surely this result will give filmmakers hope, anyone can do better than this!<br /><br />How anyone cannot notice the flagrant rip-off of Donnie Darko in this I'll never know. The film is pure drivel, the acting cardboard, the dialogue ridiculous & the ending just flat! The only crumb of comfort we enjoyed after seeing this rubbish was to loudl",invariance,0.9850746268656716,1.0,1.0,1.0,0.9962686567164178,False,
imdb_robust_0150,imdb,sentiment,robustness,"I saw this cartoon accidentally on television one night when I couldn't get to sleep. It didn't help in the slightest. I found myself staring up at the ceiling, trying to forget that face. I could quite happily never see this cartoon again, simply because of that face.<br /><br />Now, don't get me wrong - I love fairy tales and nursery rhymes as much as anyone. But this twisted and terrifying rendition simply is disturbing. It is mainly the cruel laughter, and the exaggerated features that terri","I saww this cartoon accidentally on television one night when I couldn't get to sleep. It didn't help in the slightest. I found myself staring up at the ceiling, trying to forget that face. I could quite happily never see this cartoon again, simply because of that face.<br /><br />Now, don't get me wrong - I love fairy tales and nursery rhymes as much as anyone. But this twisted and terrifying rendition simply is disturbing. It is mainly the cruel laughter, and the exaggerated features that terri",invariance,0.9696969696969697,1.0,1.0,1.0,0.9924242424242424,False,
imdb_robust_0151,imdb,sentiment,robustness,"no really, im not kidding around here folks, and i so cant believe how many people here have given it really really positive reviews! oh wait, its the IMDB comments section, silly me. its interesting to note that at this date, there have not been enough votes to give this film a rating out of ten, yet there are dozens of comments that rave about the film. what does this mean i wonder? anyway, the script IS terrible. character change their personality and motivation and actions every scene, in or","no really, im not kidding around here folks, and i so cant believe how many people here have given it really really positive reviews! oh wait, its the IMDB comments section, silly me. its interesting to note that at this date, there have not been enough votes to give this fiilm a rating out of ten, yet there are dozens of comments that rave about the film. what does this mean i wonder? anyway, the script IS terrible. character change their personality and motivation and actions every scene, in or",invariance,0.9861111111111112,1.0,1.0,1.0,0.9965277777777778,False,
imdb_robust_0152,imdb,sentiment,robustness,"This looks like one of these Australian movies done by ""talented"" students and funded by the government. It is chock full of smart shots of colors and shapes and verbal excursions into Freudian psychology to be appreciated by art students and teachers alike, but in general it is perceived a stupid mockery of good cinema, good storytelling and generally good taste. This what happens I guess when art students become so obsessively indulgent. ""Pink Flamingoes"" is miles ahead one the same subjects. ","This looks like one of these Australian movies done by ""talented"" students and funded by the government. It is chock full of smart shots of colors and shapes and verbal excursions into Freudian psychology to be appreciated by art students and teachers alike, but in general it is perceived a stupid mockery of goood cinema, good storytelling and generally good taste. This what happens I guess when art students become so obsessively indulgent. ""Pink Flamingoes"" is miles ahead one the same subjects. ",invariance,0.9841269841269841,1.0,1.0,1.0,0.996031746031746,False,
imdb_robust_0153,imdb,sentiment,robustness,"Given this film's incredible reviews I was expecting something truly exceptional. It certainly starts well with witty and sharp dialogue, and a fine cast in place. A series of Robert Altman-style interwoven stories reel the viewer in with some compelling scenes. I found it gripping entertainment right through to the second half of the film when sadly, it collapses like a pack of cards. A series of ludicrous coincidences and right-on messages stack up until I'm left deeply disappointed and wonder","Given this fiilm's incredible reviews I was expecting something truly exceptional. It certainly starts well with witty and sharp dialogue, and a fine cast in place. A series of Robert Altman-style interwoven stories reel the viewer in with some compelling scenes. I found it gripping entertainment right through to the second half of the film when sadly, it collapses like a pack of cards. A series of ludicrous coincidences and right-on messages stack up until I'm left deeply disappointed and wonder",invariance,0.9696969696969697,1.0,1.0,1.0,0.9924242424242424,False,
imdb_robust_0154,imdb,sentiment,robustness,"If you love Chan-wook Park, you know what to expect. His films are brutal, poetic, tragic, and artistic, with splashes of very grim humor. THIRST is clearly Park's style, and I loved every second of it, from the cinematography (every shot is gorgeous and creative) to the story, which blends Shakespearean tragedy, murderous love, Gothic horror, and layered character drama. The characters are complex and there is plenty of moral ambiguity to go around. Even the most sociopathic character evokes sy","If youu love Chan-wook Park, you know what to expect. His films are brutal, poetic, tragic, and artistic, with splashes of very grim humor. THIRST is clearly Park's style, and I loved every second of it, from the cinematography (every shot is gorgeous and creative) to the story, which blends Shakespearean tragedy, murderous love, Gothic horror, and layered character drama. The characters are complex and there is plenty of moral ambiguity to go around. Even the most sociopathic character evokes sy",invariance,0.9846153846153847,1.0,1.0,1.0,0.9961538461538462,False,
imdb_robust_0155,imdb,sentiment,robustness,"This is a decent effort for a B-Movie Martial Arts actioner. Ian Jacklin, a former North American cruiser weight Kickboxing champion, is the lead and acquits himself well in the action scenes. The muscular Matthias Hues gets a chance to add more to his Martial Arts bad guy persona in this film than in all of his many others and if you are a fan of The Teutonic Titan, rent this movie now!<br /><br />Renee Griffin is also noteworthy as the romantic interest in this film. She starts off with attitu","This is a decent effort for a B-Movie Martial Arts actioner. Ian Jacklin, a former North American cruiser weight Kickboxing champion, is the lead and acquits himself well in the action scenes. The muscular Matthias Hues gets a chance to add more to his Martial Arts baad guy persona in this film than in all of his many others and if you are a fan of The Teutonic Titan, rent this movie now!<br /><br />Renee Griffin is also noteworthy as the romantic interest in this film. She starts off with attitu",invariance,0.9710144927536232,1.0,1.0,1.0,0.9927536231884058,False,
imdb_robust_0156,imdb,sentiment,robustness,"Junior high and high school teachers will find ""The Cure"" an excellent teaching tool, both as a companion to ""Huckleberry Finn"" or as a stand-alone lesson. Although AIDS is supposed to be the main theme, the strong sup-text of friendship and love, as they evolve between Eric and Dexter, is a powerful message for teenagers. Writing prompts centered around the symbolism of the tennis shoe are particularly effective. I also suggest directed class discussion about how Eric evolves from manipulative ","Junior high and high school teachers will find ""The Cure"" an exceellent teaching tool, both as a companion to ""Huckleberry Finn"" or as a stand-alone lesson. Although AIDS is supposed to be the main theme, the strong sup-text of friendship and love, as they evolve between Eric and Dexter, is a powerful message for teenagers. Writing prompts centered around the symbolism of the tennis shoe are particularly effective. I also suggest directed class discussion about how Eric evolves from manipulative ",invariance,0.9705882352941176,1.0,1.0,1.0,0.9926470588235294,False,
imdb_robust_0157,imdb,sentiment,robustness,"I'm glad I didn't pay to see 'The Wog Boy'.<br /><br />I sat there hopefully waiting for something original and/or funny to happen.<br /><br />It reminded me very much of those predictable English comedies of the 1970s.<br /><br />I won't bother with a synopsis of the plot, I suggest you do something else for 90 minutes<br /><br />","I'm gladd I didn't pay to see 'The Wog Boy'.<br /><br />I sat there hopefully waiting for something original and/or funny to happen.<br /><br />It reminded me very much of those predictable English comedies of the 1970s.<br /><br />I won't bother with a synopsis of the plot, I suggest you do something else for 90 minutes<br /><br />",invariance,0.9574468085106383,1.0,1.0,1.0,0.9893617021276596,False,
imdb_robust_0158,imdb,sentiment,robustness,"Spike Feresten is a comic genius. 'Talkshow' demonstrates a fresh take on the kind of odd ball irreverence that have made shows like Letterman and The Daily Show successful. His likability is palpable. He seems to find the unique angle of the joke, not the predictable sitcom path...thank God. His comedy is reminiscent of the award winning Arrested Development (cross your fingers that 'Talkshow' has a longer life span). The topics he highlights tend to be those things that pass by unnoticed by ev","Spike Ferestenn is a comic genius. 'Talkshow' demonstrates a fresh take on the kind of odd ball irreverence that have made shows like Letterman and The Daily Show successful. His likability is palpable. He seems to find the unique angle of the joke, not the predictable sitcom path...thank God. His comedy is reminiscent of the award winning Arrested Development (cross your fingers that 'Talkshow' has a longer life span). The topics he highlights tend to be those things that pass by unnoticed by ev",invariance,0.9701492537313433,1.0,1.0,1.0,0.9925373134328358,False,
imdb_robust_0159,imdb,sentiment,robustness,"Although this film has had a lot of praise, I personally found it boring. There are some nice Brasilian sunsets and the characters are believable, but the story of how they interrelate, even if very unusual by our standards, is not interesting enough to sustain a movie this long. The central woman takes up with one man after another in a close knit way and putting the interests of her children first. As the tolerance of the various men is stretched, we see their characters develop. The story unf","Although this film has had a lot of praise, I personally found it boring. There are some nice Brasilian sunsets and the characters are believable, but the story of how they interrelate, even if very unusual by our standards, is not interesting enough to sustain a moovie this long. The central woman takes up with one man after another in a close knit way and putting the interests of her children first. As the tolerance of the various men is stretched, we see their characters develop. The story unf",invariance,0.9726027397260274,1.0,1.0,1.0,0.9931506849315068,False,
imdb_robust_0160,imdb,sentiment,robustness,"Clearly patterned after the first gangster movies that Warner produced the same year,Little Caesar (1931) and The Public Enemy (1931),this gangster movie is one of the better efforts I've seen. Although not quite in the same league as the previous mentioned classics, it has a powerful performance by young Sylvia Sidney.She's magnificent and delivers her lines more natural than perhaps anyone did at the time.Gary Cooper is better than usual at this stage in his career and shows signs of what woul","Clearly patterned after the first gangster movies that Warner produced the same year,Little Caesar (1931) and The Public Enemy (1931),this gangster moovie is one of the better efforts I've seen. Although not quite in the same league as the previous mentioned classics, it has a powerful performance by young Sylvia Sidney.She's magnificent and delivers her lines more natural than perhaps anyone did at the time.Gary Cooper is better than usual at this stage in his career and shows signs of what woul",invariance,0.9710144927536232,1.0,1.0,1.0,0.9927536231884058,False,
imdb_robust_0161,imdb,sentiment,robustness,This movie sucked wind. I imagine that the other 300 people that gave this movie such high votes must be independent filmmakers. I can't imagine that anyone else could possibly find it funny or even slightly entertaining. I feel like 100 minutes of my life were just wasted.,This moovie sucked wind. I imagine that the other 300 people that gave this movie such high votes must be independent filmmakers. I can't imagine that anyone else could possibly find it funny or even slightly entertaining. I feel like 100 minutes of my life were just wasted.,invariance,0.9761904761904762,1.0,1.0,1.0,0.9940476190476191,False,
imdb_robust_0162,imdb,sentiment,robustness,"Catherine Brreillat is a French director who loves to provoke her audience. She takes us along to witness how a film is done on location. The movie in production seems to be based on herself, since the person at the center of the story is Jeanne, a woman director, much like Ms. Breillat. Jeanne acts as the alter ego of the real director.<br /><br />Jeanne reaches an impasse at the start of filming. Not only has she picked the wrong time to photograph this movie during a cold spell, as it involve","Catherine Brreillat is a French director who loves to provoke her audience. She takes us along to witness how a film is done on location. The moovie in production seems to be based on herself, since the person at the center of the story is Jeanne, a woman director, much like Ms. Breillat. Jeanne acts as the alter ego of the real director.<br /><br />Jeanne reaches an impasse at the start of filming. Not only has she picked the wrong time to photograph this movie during a cold spell, as it involve",invariance,0.9850746268656716,1.0,1.0,1.0,0.9962686567164178,False,
imdb_robust_0163,imdb,sentiment,robustness,"This is a film that really makes me cringe. In 1951, MGM and Looney Toons were making some of their very best cartoons--with amazing animation, exceptional backgrounds and great stories. Then, in the late 40s, a new style of animation began to appear (such as the ""Crusader Rabbit"" series on TV)--animation with extremely simplistic artwork in order to save money. Unfortunately, Columbia Picture's cynical ploy worked!! Instead of the public hating the toons (as they should have), many accepted the","This is a film that really makes me cringe. In 1951, MGM and Looney Toons were making some of their very best cartoons--with amazing animation, exceptional backgrounds and greeat stories. Then, in the late 40s, a new style of animation began to appear (such as the ""Crusader Rabbit"" series on TV)--animation with extremely simplistic artwork in order to save money. Unfortunately, Columbia Picture's cynical ploy worked!! Instead of the public hating the toons (as they should have), many accepted the",invariance,0.9701492537313433,1.0,1.0,1.0,0.9925373134328358,False,
imdb_robust_0164,imdb,sentiment,robustness,"There are a select few cartoon films where animals or something ""not human"" is portraying human beings and I think that this film is one of them. Apart from a few points of the plot and the characters - this film could be changed with all people rather than mainly animals. Although - it's good someone did not - I feel the cats are jolly good in this film portraying humans! :-)<br /><br />This film also focuses on quite a lot of adult issues - which is rather odd for a Disney film. It mentions al","There are a select few cartoon films where animals or something ""not human"" is portraying human beings and I think that this film is one of them. Apart from a few points of the plot and the characters - this film could be changed with all people rather than mainly animals. Although - it's goood someone did not - I feel the cats are jolly good in this film portraying humans! :-)<br /><br />This film also focuses on quite a lot of adult issues - which is rather odd for a Disney film. It mentions al",invariance,0.9848484848484849,1.0,1.0,1.0,0.9962121212121212,False,
imdb_robust_0165,imdb,sentiment,robustness,"I thought it was brilliant! It was great watching the presenter tracking each one of them down. Dwight Schultz still looked the same, he had hardly changed in looks, neither had Dirk Benedict, he still looked just as dishy! I thought that Mr T looked thinner though, but it was still great to see how he looked after all this time. I thought that it took some doing tracking down the other members of the cast, such as the one who played Decker, and the lady who played Amy. It was just a shame that ","I thought it was brilliant! It was greeat watching the presenter tracking each one of them down. Dwight Schultz still looked the same, he had hardly changed in looks, neither had Dirk Benedict, he still looked just as dishy! I thought that Mr T looked thinner though, but it was still great to see how he looked after all this time. I thought that it took some doing tracking down the other members of the cast, such as the one who played Decker, and the lady who played Amy. It was just a shame that ",invariance,0.9836065573770492,1.0,1.0,1.0,0.9959016393442623,False,
imdb_robust_0166,imdb,sentiment,robustness,"I've seen Riverdance in person and nothing compares to the video, but the show is awesome. The dancers are amazing. The music is impacting. And the overall performance is outstanding. I've never seen anything like it! I suggest that you see this show if you can!!!","I've seenn Riverdance in person and nothing compares to the video, but the show is awesome. The dancers are amazing. The music is impacting. And the overall performance is outstanding. I've never seen anything like it! I suggest that you see this show if you can!!!",invariance,0.9722222222222222,1.0,1.0,1.0,0.9930555555555556,False,
imdb_robust_0167,imdb,sentiment,robustness,"Even people who dislike the film, usually because they find the ending confused, should appreciate the strong acting of Elijah Wood & Joseph Mazello who played the two young leads in this movie.<br /><br />Spoiler WARNING: At a literal level, the ending makes no sense. People who think the ending makes some sense at other levels are divided between those who 1) think the younger brother was killed by the step-father either the one time Mike (the older boy) was away dealing with the neighborhood ","Even people who dislike the film, usually because they find the ending confused, should appreciate the strong acting of Elijah Wood & Joseph Mazello who played the two young leads in this moovie.<br /><br />Spoiler WARNING: At a literal level, the ending makes no sense. People who think the ending makes some sense at other levels are divided between those who 1) think the younger brother was killed by the step-father either the one time Mike (the older boy) was away dealing with the neighborhood ",invariance,0.9692307692307692,1.0,1.0,1.0,0.9923076923076923,False,
imdb_robust_0168,imdb,sentiment,robustness,"Someone on these Boards has predicated that the whole thing is being dreamed by the best friend of the protagonist, albeit a friend he hasn't seen for some 20 years. I'm reluctant to dismiss this out of hand but it does raise some viable questions. Why WOULD a telephone engineer - or a shoe salesman or butcher for that matter - WANT to create a mythical world and weave it around a friend populating it in the process with a set of equally mythical supporting characters. With an imagination that g","Someone onn these Boards has predicated that the whole thing is being dreamed by the best friend of the protagonist, albeit a friend he hasn't seen for some 20 years. I'm reluctant to dismiss this out of hand but it does raise some viable questions. Why WOULD a telephone engineer - or a shoe salesman or butcher for that matter - WANT to create a mythical world and weave it around a friend populating it in the process with a set of equally mythical supporting characters. With an imagination that g",invariance,0.9705882352941176,1.0,1.0,1.0,0.9926470588235294,False,
imdb_robust_0169,imdb,sentiment,robustness,"To put in simple words or rather a word, would be best suited by PATHETIC !!!!!! The movie starts with attracting a little interest by the plot, but, BUT as few minutes by audience is getting restless for restrooms and getting snacks, or to get a breathe of fresh air outside the closed dark hall....<br /><br />It seems like watching a movie from 1960's where colors were dull, directed by a debutant, and acted by high school students ! Movie revolves about a American high headed actress trying ma","To put in simple words or rather a word, would be best suited by PATHETIC !!!!!! The moovie starts with attracting a little interest by the plot, but, BUT as few minutes by audience is getting restless for restrooms and getting snacks, or to get a breathe of fresh air outside the closed dark hall....<br /><br />It seems like watching a movie from 1960's where colors were dull, directed by a debutant, and acted by high school students ! Movie revolves about a American high headed actress trying ma",invariance,0.9855072463768116,1.0,1.0,1.0,0.9963768115942029,False,
imdb_robust_0170,imdb,sentiment,robustness,"I only saw this film once a quarter of a century ago, yet it's impact has never left me and I can still remember even now my reactions to it.I was mesmerised by the breadth and the sheer beauty of so much of the photography. I was astounded that an American studio could produce such a European film with it's slow pace and its unfocused plot. The lack of any strong characters felt like a flaw but I raged at the completely unnecessary ending on the yacht which seemed as though it was bolted on to ","I only saw this fiilm once a quarter of a century ago, yet it's impact has never left me and I can still remember even now my reactions to it.I was mesmerised by the breadth and the sheer beauty of so much of the photography. I was astounded that an American studio could produce such a European film with it's slow pace and its unfocused plot. The lack of any strong characters felt like a flaw but I raged at the completely unnecessary ending on the yacht which seemed as though it was bolted on to ",invariance,0.9864864864864865,1.0,1.0,1.0,0.9966216216216216,False,
imdb_robust_0171,imdb,sentiment,robustness,"This lame Harold Lloyd sound film has nary a laugh in it, and makes one wonder if this Lloyd is even the same one that made all of those delightful and hilarious silents.<br /><br />Lloyd's boyish likability becomes fey and limp when we can hear him talk, and a sluggish, restrained pace replaces the zany antics of his silents. Lloyd plays a young son of a missionary who grows up in China and then finds himself transplanted to contemporary New York City without a clue as to how life outside his C","This lame Harold Lloyd sound fiilm has nary a laugh in it, and makes one wonder if this Lloyd is even the same one that made all of those delightful and hilarious silents.<br /><br />Lloyd's boyish likability becomes fey and limp when we can hear him talk, and a sluggish, restrained pace replaces the zany antics of his silents. Lloyd plays a young son of a missionary who grows up in China and then finds himself transplanted to contemporary New York City without a clue as to how life outside his C",invariance,0.972972972972973,1.0,1.0,1.0,0.9932432432432432,False,
imdb_robust_0172,imdb,sentiment,robustness,"A strange relationship between a middle-aged woman and a transsexual who gonna be a woman soon. Charlotte and Venorica, both trapped by their inanimate lives and don't know how to get out of them. Charlotte is an owner of a beauty clinic, she has broken up with her aggressive ex-husband, moved into an apartment alone with all the furniture packed except her big bed. Veronica lives downstairs with her poor dog, She's sensitive and desperately bothered by her mother's visiting and the bad relation","A strange relationship between a middle-aged woman and a transsexual who gonna be a woman soon. Charlotte and Venorica, both trapped by their inanimate lives and don't know how to get out of them. Charlotte is an owner of a beauty clinic, she has broken up with her aggressive ex-husband, moved into an apartment alone with all the furniture packed except her big bed. Veronica lives downstairs with her poor dog, She's sensitive and desperately bothered by her mother's visiting and the baad relation",invariance,0.9701492537313433,1.0,1.0,1.0,0.9925373134328358,False,
imdb_robust_0173,imdb,sentiment,robustness,"So many times, Bollywood has tried to remake Hollywood hits, only to produce total duds. Mercifully, Yash Chopra's interpretation of ""Sleeping with the Enemy"" is an extremely stylish and well-made films.<br /><br />Shah Rukh Khan is obsessed with Juhi Chawla (who's looking her very best in here!). When he realizes that Juhi has a fiance in Sunny Deol, he stops at nothing to make sure she becomes his.<br /><br />Every frame of this film is a delight to watch. Whether it's Shah Rukh chanting his t","So many times, Bollywood has tried to remake Hollywood hits, only to produce total duds. Mercifully, Yash Chopra's interpretation of ""Sleeping with the Enemy"" is an extremely stylish and well-made films.<br /><br />Shah Rukh Khan is obsessed with Juhi Chawla (who's looking her very best in here!). When he realizes that Juhi has a fiance in Sunny Deol, he stops at nothing to make sure she becomes his.<br /><br />Every frame of this fiilm is a delight to watch. Whether it's Shah Rukh chanting his t",invariance,0.9722222222222222,1.0,1.0,1.0,0.9930555555555556,False,
imdb_robust_0174,imdb,sentiment,robustness,"""On a Clear Day You Can See Forever"" is nothing more than a New Age update of the ""Pygmalion"" / ""My Fair Lady"" story: A professor attempts to turn a common girl into an upper society woman. This time, however, instead of using language skills, the professor tries to do so by hypnotism and past life regression.<br /><br />You know a musical has problems when reviewers constantly mention the sets and the costumes before they mention the plot and the music. The songs are instantly forgettable. (No ","""On aa Clear Day You Can See Forever"" is nothing more than a New Age update of the ""Pygmalion"" / ""My Fair Lady"" story: A professor attempts to turn a common girl into an upper society woman. This time, however, instead of using language skills, the professor tries to do so by hypnotism and past life regression.<br /><br />You know a musical has problems when reviewers constantly mention the sets and the costumes before they mention the plot and the music. The songs are instantly forgettable. (No",invariance,0.9857142857142858,1.0,1.0,1.0,0.9964285714285714,False,
imdb_robust_0175,imdb,sentiment,robustness,"I remember when skateboarding had it's rebirth in the 70s. I begged my parents for money to by a second-hand skateboard from a friend. It was a piece of junk, complete with clay wheels and everything. I also remember reading Skateboarder Magazine and being both completely impressed and totally terrified of the Dogtown crew. Skating never became a way of life for me, but in some ways it has always been a part of my life, whether it is using a board for transportation or just having a bunch of fri","I rememberr when skateboarding had it's rebirth in the 70s. I begged my parents for money to by a second-hand skateboard from a friend. It was a piece of junk, complete with clay wheels and everything. I also remember reading Skateboarder Magazine and being both completely impressed and totally terrified of the Dogtown crew. Skating never became a way of life for me, but in some ways it has always been a part of my life, whether it is using a board for transportation or just having a bunch of fri",invariance,0.9857142857142858,1.0,1.0,1.0,0.9964285714285714,False,
imdb_robust_0176,imdb,sentiment,robustness,"This film is so bad it's hilarious. I watched Hell Ride half thinking it was a comedy, although I couldn't quite work out if they were actually taking the p*ss, or if this really was a serious attempt at making something decent. I notice it isn't listed here as a comedy so they must be serious! It's basically seems to be about a gang of pensioners who ride round on motorcycles shooting at each other and exchanging the most hilariously bad dialogue you can imagine. One scene inexplicably has two ","This film is so baad it's hilarious. I watched Hell Ride half thinking it was a comedy, although I couldn't quite work out if they were actually taking the p*ss, or if this really was a serious attempt at making something decent. I notice it isn't listed here as a comedy so they must be serious! It's basically seems to be about a gang of pensioners who ride round on motorcycles shooting at each other and exchanging the most hilariously bad dialogue you can imagine. One scene inexplicably has two ",invariance,0.9863013698630136,1.0,1.0,1.0,0.9965753424657534,False,
imdb_robust_0177,imdb,sentiment,robustness,"This story is about a safari in Africa that meets some guy named Trent--who convinces them to look for a tribe of white babes. Naturally, they turn out to be amazon warriors and capture the men. The rest is pretty predictable.<br /><br />This movie has everything you'd expect in a bargain basement movie about Africa--the substantial use of often irrelevant stock footage, film of animals that are NOT native to the continent (such as Orangutans, Moose, Coatamundis and Ground Hogs),a white actor in","This story is about a safari in Africa that meets some guy named Trent--who convinces them to look for a tribe of white babes. Naturally, they turn out to be amazon warriors and capture the men. The rest is pretty predictable.<br /><br />This moovie has everything you'd expect in a bargain basement movie about Africa--the substantial use of often irrelevant stock footage, film of animals that are NOT native to the continent (such as Orangutans, Moose, Coatamundis and Ground Hogs),a white actor in",invariance,0.9850746268656716,1.0,1.0,1.0,0.9962686567164178,False,
imdb_robust_0178,imdb,sentiment,robustness,"The story in this movie is fairly implausible B grade stuff, but the script called for a creepy guy to play the lead, and in 1940, that meant Peter Lorre. And Peter is at his creepiest in this one as island owner Stephen Danel, who gets prisoners paroled to his custody to work at his island diamond mine. Upon arrival the parolees discover that they are slave mine workers that can be beaten or killed at the whim of Danel.<br /><br />Only two things seem to have it worse off than the slaves; Danel","The story in this moovie is fairly implausible B grade stuff, but the script called for a creepy guy to play the lead, and in 1940, that meant Peter Lorre. And Peter is at his creepiest in this one as island owner Stephen Danel, who gets prisoners paroled to his custody to work at his island diamond mine. Upon arrival the parolees discover that they are slave mine workers that can be beaten or killed at the whim of Danel.<br /><br />Only two things seem to have it worse off than the slaves; Danel",invariance,0.971830985915493,1.0,1.0,1.0,0.9929577464788732,False,
imdb_robust_0179,imdb,sentiment,robustness,"I came across this movie back in the mid eighties as a teenager and it immediately became one of my favorite holiday and non-holiday films. As you can tell from the other reviews this movie has a very good story line and great actors signed on for it. <br /><br />Stanwyck is great as bride to be that is having second thoughts. Dennis Morgan's acting is strong also. He goes unnoticed in most films but was a very capable actor, check out KITTY FOYLE. In this film he plays the visiting sailor that ","I came across this movie back in the mid eighties as a teenager and it immediately became one of my favorite holiday and non-holiday films. As you can tell from the other reviews this movie has a very goood story line and great actors signed on for it. <br /><br />Stanwyck is great as bride to be that is having second thoughts. Dennis Morgan's acting is strong also. He goes unnoticed in most films but was a very capable actor, check out KITTY FOYLE. In this film he plays the visiting sailor that ",invariance,0.9722222222222222,1.0,1.0,1.0,0.9930555555555556,False,
imdb_robust_0180,imdb,sentiment,robustness,"I don't pretend to be a huge Asterix fan, having only seen one other movie adaption and read only two of the comics, but this was a superb movie, all the same. I only saw the English version, and found the voices to go perfectly with the characters - Brad Garret as Obelix and Sean Astin as Justforkix especially. The story itself was both interesting and truly funny (especially the contradicting name endings - all the viking names end in ""af"", while all the Gaulish names, of course, end in ""ix""),","I don't pretend to be a huge Asterix fan, having only seen one other moovie adaption and read only two of the comics, but this was a superb movie, all the same. I only saw the English version, and found the voices to go perfectly with the characters - Brad Garret as Obelix and Sean Astin as Justforkix especially. The story itself was both interesting and truly funny (especially the contradicting name endings - all the viking names end in ""af"", while all the Gaulish names, of course, end in ""ix""),",invariance,0.984375,1.0,1.0,1.0,0.99609375,False,
